ID,REVENUE,MOU,RECCHRGE,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,CHURN,MONTHS,UNIQSUBS,ACTVSUBS,CSA,PHONES,MODELS,EQPDAYS,CUSTOMER,AGE1,AGE2,CHILDREN,CREDITA,CREDITAA,CREDITB,CREDITC,CREDITDE,CREDITGY,CREDITZ,PRIZMRUR,PRIZMUB,PRIZMTWN,REFURB,WEBCAP,TRUCK,RV,OCCPROF,OCCCLER,OCCCRFT,OCCSTUD,OCCHMKR,OCCRET,OCCSELF,OWNRENT,MARRYUN,MARRYYES,MARRYNO,MAILORD,MAILRES,MAILFLAG,TRAVEL,PCOWN,CREDITCD,RETCALLS,RETACCPT,NEWCELLY,NEWCELLN,REFER,INCMISS,INCOME,MCYCLE,CREDITAD,SETPRCM,SETPRC,RETCALL
4542,33,213,30,0,0,2.7,-86,-2,2.7,0.33,12,0,0.33,48,10,0.33,44,8,3,0,0,0,23,1,1,ATLCOL706,1,1,672,1032488,52,48,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,5,0,0,1,0,0
4543,28,536,10,9.9,0,0,271,7.6,9,1.3,25,0,0.33,18,12,0.67,80,28,10,0,0.33,1,15,3,3,PHIWIL302,1,1,458,1042994,48,50,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0
4544,73,457,72,0,0.5,0,-221,2.4,16,3,28,13,3,23,10,2.7,97,70,19,0,0.33,0,11,1,1,NYCBRO917,3,2,217,1058903,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,130,0
4545,108,1129,85,1.2,126,0,-34,-9.9,12,6.3,35,0,0,394,35,20,287,21,20,0,7.7,0,18,1,1,ATLATL678,1,1,530,1046630,36,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,1,0,0
4546,164,1410,75,7.7,0,0.91,-520,-70,24,25,67,0,0,202,49,5.3,456,25,49,0,11,1,51,1,1,DALDAL214,3,3,395,1000182,54,36,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,7,0,0,0,10,0
4547,30,102,30,0.25,0,0,23,0.74,1,5.3,11,0,0.33,1.3,2.7,0.67,34,21,6.3,0,0,1,15,1,1,ATLCHA423,1,1,465,1048654,48,48,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0
4548,30,59,30,0.25,0,0,-38,-0.25,2.3,0,4.3,0,0,5.9,13,2,21,12,2.3,0,0,0,38,2,2,DETANN734,3,3,630,1005330,52,50,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,6,0,0,0,30,0
4549,30,28,30,0,0,0,35,0,2.7,1.3,5,1,0,0,0,0,4.7,1.3,4,0,0,1,24,2,2,BOSBOS617,2,1,708,1035241,56,54,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,9,0,0,0,60,0
4550,78,1101,66,0,74,0,-1096,-25,2.7,31,40,0,2,702,43,9.3,199,269,34,0,9,1,11,1,1,OHICLE216,1,1,324,1059132,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4551,13,1.3,10,0,0,0,-1.3,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0,17,2,2,INDIND317,1,1,491,1051011,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4552,76,286,85,0,3.8,0.098,14,2.7,3,0.33,25,0,0,56,22,8,97,35,3.3,0,0.33,0,17,2,2,SHEEDI540,3,2,175,1050745,50,46,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,80,0
4553,34,375,30,0,10,0,-12,3.1,11,1.3,42,0.33,0,99,10,1,90,78,13,0,1,1,23,1,1,SEABEA503,1,1,678,1030782,36,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,1,0,1
4554,61,1501,60,2,19,0,-57,-1.8,9.7,5.7,65,3.3,0.67,394,119,78,207,306,15,0,8.3,0,32,1,1,HOUBRN409,3,3,113,1005852,58,52,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,6,0,0,0,30,0
4555,51,287,50,0,0,0.58,12,-0.58,5,1.3,10,0,0,168,3.3,3,62,19,6.3,0,0,1,27,2,2,NYCNEW732,2,2,773,1022957,46,60,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,9,0,0,0,30,0
4556,36,26,30,0,0,0.098,-26,-0.097,0,0,0.67,0,0,0.44,1.3,0,1.3,2,0,0,0,1,26,1,1,DALFTW817,1,1,789,1016107,58,56,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4557,43,301,40,0,7.5,0,7,0.17,3,4,11,0,0,133,6,1.7,75,27,7,0,0,0,18,1,1,MIADFD954,1,1,523,1047384,48,30,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
4558,58,507,45,1.2,55,0.098,172,48,8.3,0.67,32,4.7,0,93,55,1.7,70,90,9,0,0.67,0,7,1,1,HARSPR413,1,1,218,1089781,50,42,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0
4559,22,63,20,0,4.3,0,-38,-1.7,3.7,0,4.7,1.3,0,9.8,9.7,4,19,23,3.7,0,0.33,1,28,1,1,PHIPHI215,1,1,822,1016964,30,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,5,0,0,1,0,0
4560,32,506,45,0,0,0,255,-0.11,5.7,8.7,19,3,0,169,15,1,52,55,14,0,1.3,0,16,1,1,BOSBOS978,1,1,457,1055056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4561,30,230,30,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,OMAOMA402,1,1,431,1069400,50,50,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,5,0,0,1,0,0
4562,30,329,40,0,0,0,38,-0.27,1.3,10,21,2.7,0,58,21,1,58,38,11,0,0.33,1,14,1,1,OHICLE216,1,1,423,1046566,74,72,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0
4563,51,176,60,0,0,0.83,20,1.7,0,0.33,2.7,0,0,28,9,0,12,20,0.33,0,0,0,24,1,1,NCRFAY910,1,1,727,1024540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0
4564,39,93,45,0,10,0,-93,-4.1,4,0,14,0,0,28,15,9.3,59,6,4,0,0,1,11,2,2,NYCWOO732,1,1,323,1089993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4565,30,122,30,0,0,0,-101,-0.27,1.3,0,3.7,0,0,17,16,8,62,16,1.3,0,0.67,0,20,1,1,SEAOLY360,2,2,209,1025062,46,44,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,30,0
4566,30,143,30,0,0,0,-7.3,0,14,1.7,19,0,0,15,4.7,0,38,22,16,0,0,1,23,1,1,NYCBRO917,1,1,688,1028438,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0
4567,209,1628,75,2,470,5.9,-92,-31,12,1.3,44,4.3,0,577,67,21,213,162,13,0,12,1,22,1,1,DETDET313,1,1,641,1035733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0
4568,30,14,30,0,0,0.098,9.3,-0.098,0.33,5.3,1.3,0,0,4,1.3,0.33,3.3,1.7,5.7,0,0,0,21,1,1,FLNLEE352,1,1,617,1037959,54,52,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4569,96,189,105,0.74,0,0,48,0.32,0.33,0.67,5.7,0,0,45,5,3.3,43,1.7,1,0,0,0,23,2,2,FLNWNP407,2,1,566,1036319,42,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,150,0
4570,32,215,32,1.5,9,0,-59,-0.5,0,3.3,11,0,0,34,17,5,52,32,3.3,0,0,0,32,2,2,CHINBK847,2,1,17,1008877,34,30,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,30,0
4571,66,604,70,0,20,0,446,18,1,0.33,17,0,0,34,11,3.3,113,43,1.3,0,0,0,36,2,2,PITMON412,3,2,578,1008093,54,46,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,9,0,0,0,30,0
4572,80,724,50,0,88,0,35,12,3,27,10,0,1.7,189,38,10,190,164,30,0,1,1,15,1,1,CHILAG708,1,1,469,1041741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,1,0,0
4573,50,382,60,0,0,0,9.5,0,3.3,2.3,18,0,0,184,55,0,122,41,5.7,0,0.67,1,20,1,1,OHIYNG330,1,1,591,1046672,54,30,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,3,0,0,1,0,0
4574,198,2635,85,1.5,437,6.5,590,119,35,8,144,6.7,1.3,539,52,3.7,340,241,43,0,7.7,1,11,1,1,AIRJAC910,2,2,196,1079076,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4575,32,322,31,0.5,0,0.29,-322,-32,1.7,1,25,0.33,0,129,24,9.7,60,90,2.7,0,2,0,18,1,1,MINMIN612,2,2,313,1046166,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,4,0,0,0,80,0
4576,17,0.75,17,0,0,0,-0.75,-0.16,0,0,1,0,0,0,0,0,0,0.67,0,0,0,1,39,1,1,DALDAL214,1,1,1172,1002401,30,34,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,7,0,0,1,0,0
4577,71,591,70,1.2,49,0,-86,-20,7,3,12,0.33,0,106,43,3.7,148,73,10,0,3.3,1,8,1,1,MIAWPB561,1,1,236,1088026,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4578,35,114,45,0,0,0,33,0,0.33,1.3,3,0,0.33,0,0.33,0,17,18,1.7,0,0,1,9,1,1,MIADFD954,1,1,268,1094410,54,70,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0
4579,35,229,45,0.25,0,0,-11,0.74,0.33,3.7,4,0,0,7,3.7,0.67,6.3,13,4,0,0.33,1,11,1,1,AIRASH828,1,1,326,1077700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4580,65,292,31,1.2,92,0,-34,-5.7,3,0,70,0,1,43,32,14,125,38,3,0,1,0,27,2,2,PHXTUC520,2,2,237,1013773,38,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,30,0
4581,36,328,33,0,7.3,0,101,4.3,5,3,13,0,0,79,4.3,0.33,27,32,8,0,0,1,17,1,1,HOUHOU281,1,1,487,1060469,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0
4582,55,676,30,0.74,90,0,472,66,3.3,4,34,0.33,0,183,40,33,72,181,7.3,0,4.3,0,23,3,1,STLSTL314,3,3,148,1030456,58,54,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,6,0,0,0,40,0
4583,287,3493,167,21,463,16,183,11,44,2,272,4,0.67,991,221,43,980,334,46,0,102,1,16,2,2,AIRMYR843,2,2,179,1046659,40,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,200,0
4584,34,161,30,0.25,0,0,16,3.5,6.3,0.67,8.3,4,0,35,11,0.67,31,32,7,0,0,1,28,1,1,LAXALB626,2,1,506,1021831,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,30,0
4585,59,713,18,0,164,0,9,17,30,13,35,1.3,0,104,92,47,181,102,43,0,4.3,0,15,4,4,SANCRP512,2,2,218,1048909,40,42,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,5,0,0,0,80,0
4586,82,582,50,3,98,0,-84,-28,5.7,1.3,11,0,0,195,17,4.7,121,27,7,0,2,0,21,1,1,KCYKCM816,2,2,73,1043657,38,44,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,200,0
4587,46,43,45,0,4,0,27,-0.75,1.3,0,5.7,0,0.33,0.59,1.3,0,11,7,1.3,0,0,0,19,2,2,APCWAS202,1,1,573,1042161,56,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,6,0,0,1,0,0
4588,54,1427,40,0.5,122,0,-1427,-54,18,7.7,128,7.3,0.67,193,65,9,299,291,27,0,0.33,0,7,1,1,LAXDOW562,1,1,199,1094753,40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0
4589,175,1948,85,1.7,168,0,-51,-24,10,0.33,134,0.33,0.33,412,18,10,339,195,10,0,15,0,14,1,1,LAXCOV626,1,1,412,1055025,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
4590,78,683,85,0.5,0,0.49,-57,-2.9,2.7,3,22,0.67,0,195,27,0.33,159,19,5.7,0,3.3,0,14,1,1,MINSTP612,1,1,426,1046234,32,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
4591,20,37,30,0,0,0,12,-0.18,0,0,0,0,0,0.33,0.33,0,2.3,3.7,0,0,0,0,13,1,1,PHIWIL302,1,1,382,1051066,36,42,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0
4592,72,317,70,1.2,0,0,56,-1.9,22,3.7,24,0,0,45,18,0,69,50,26,0,0.67,1,27,1,1,NEVLVS702,2,1,419,1012341,36,36,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,6,0,0,0,30,1
4593,52,300,30,0.25,62,0,-27,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,LAXSBN909,1,1,445,1067341,38,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
4594,78,953,75,1.2,0,0,-181,5.9,18,12,41,0.33,0,311,50,11,299,95,30,0,2.7,0,28,2,1,ATLATL678,6,5,39,1010600,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0
4595,66,415,60,0,0,15,151,-4.9,6,1,21,1.3,0,76,14,1.7,86,66,7,0,0.33,1,12,1,1,NYCNEW973,1,1,359,1063997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4596,39,325,40,0,25,0.35,-103,-9.5,6,1.7,14,3,0,60,45,4,59,45,7.7,0,0,0,11,1,1,ATLATL678,1,1,326,1058829,48,48,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,9,0,0,1,0,0
4597,36,390,45,0,0,0.2,85,-0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,CHICHI773,1,1,239,1073166,40,38,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0
4598,54,1142,70,0.74,1,0,121,-4,10,5.7,71,13,0,153,17,4,125,99,18,0,0,1,16,1,1,OKCLAW580,1,1,475,1041138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
4599,30,178,30,0,0,0,128,-0.27,0,0,4.3,0,0,35,3.3,6.3,31,12,0,0,0.67,0,38,2,2,NEVSDG619,4,3,595,1098194,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0
4600,52,573,60,0.25,0,1.3,301,-0.57,8.3,1.3,18,0,0,127,13,0,98,53,9.7,0,0.67,1,19,2,2,PHICHC215,3,2,111,1050192,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,200,0
4601,30,33,40,0,0,0,-33,-0.3,0,2.3,0.67,0,0,4.5,1.3,1.3,5.7,1.3,2.3,0,0,1,11,2,2,OMALNC402,1,1,306,1084290,28,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
4602,49,387,44,0.5,12,0,5.5,-5.2,5,0,0,0,0,61,7.7,6,55,13,5,0,0,0,23,2,2,NYCBRO917,3,3,62,1023321,48,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,150,0
4603,56,453,40,1.2,69,0,23,1.8,3.3,0,16,2.7,0,162,19,3.7,88,33,3.3,0,1.3,1,10,1,1,DETTRO248,1,1,309,1061920,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0
4604,29,134,40,0,0,0.48,13,-0.48,0.67,0.33,7.3,0,0,6,5,10,23,10,1,0,0,0,9,2,2,MINMIN612,1,1,275,1078750,68,68,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0
4605,46,294,30,0.25,53,0,-86,-16,13,2,43,0,0,54,24,7.3,79,84,15,0,2.7,1,17,1,1,PHITRT609,1,1,517,1037220,50,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0
4606,85,2748,60,0,70,0,-616,-27,45,0,18,32,7,502,128,40,198,501,45,0,1,0,27,2,2,NYCQUE917,4,4,115,1018617,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,80,0
4607,41,508,47,0.25,0,0,-93,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,NYCNEW732,3,2,105,1089265,40,34,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,7,0,0,0,60,0
4608,26,253,30,0.25,0,0.2,-228,-26,5.3,1.3,25,0,2,84,34,12,72,64,6.7,0,2,1,15,1,1,SFROAK510,2,1,140,1065954,58,58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,9,0,0,0,200,1
4609,92,630,85,0.99,35,1.7,580,23,3,1,21,0,0,13,5.3,1,77,26,4,0,0,0,19,2,2,ATLROS678,1,1,580,1028390,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4610,114,1580,87,2.7,110,5.7,-201,-112,23,0.67,83,7.3,0,334,86,26,355,169,23,0,4.3,0,19,3,2,APCBAL410,3,3,-1,1051119,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200,0
4611,44,129,5.2,0.25,8.3,0,-129,106,0.67,3.3,15,6.7,0,25,9.3,6,35,23,4,0,2.7,0,7,1,1,DALFTW817,1,1,190,1097273,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4612,60,282,70,0.25,0,0.2,95,-0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,3,NCRCHA704,1,1,306,1072281,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,7,0,0,1,0,0
4613,42,199,45,0.74,0,3.3,39,-4,3.3,3.3,12,0.67,0,51,19,1,56,38,6.7,0,1.7,0,33,2,1,OKCTUL918,2,2,298,1006264,64,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,5,0,0,0,30,0
4614,22,35,17,0,11,0,-1.3,-3.3,1.7,0,0.33,0.33,0,15,0,0,16,4.3,1.7,0,0,1,35,1,1,NYCNAS516,1,1,1056,1004946,66,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
4615,17,508,10,0.5,6,0,-90,-2.9,3,0,11,0,0,45,15,2,154,46,3,0,0.33,0,20,4,2,HARNEW203,2,1,117,1045354,50,54,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,9,0,0,0,150,0
4616,81,491,55,0,85,0,113,90,6,8,57,4.7,0,81,20,11,135,46,14,0,0.33,0,7,1,1,NOLKEN504,1,1,202,1094638,26,26,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
4617,31,173,40,0.5,0,0.098,-53,-0.59,1.3,0,6.7,0,0,0.28,2.3,0.33,9.3,11,1.3,0,0.33,0,8,1,1,MILMIL414,1,1,257,1084750,28,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0
4618,39,373,40,0,20,2.2,-135,-9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,OHICOL614,1,1,401,1064770,50,50,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,7,0,0,1,0,0
